Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Store_Age,target
13.52,No Sugar,0.092,Household,190.15,OUT001,High,Tier 2,Supermarket Type1,39,4532.23
15.99,Regular,0.046,Canned,121.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3684.8
15.52,Low Sugar,0.053,Canned,173.65,OUT001,High,Tier 2,Supermarket Type1,39,4646.17
11.39,No Sugar,0.021,Household,120.74,OUT004,Medium,Tier 2,Supermarket Type2,17,2629.6
12.83,Low Sugar,0.162,Baking Goods,147.06,OUT004,Medium,Tier 2,Supermarket Type2,17,3492.86
11.93,Low Sugar,0.032,Meat,148.77,OUT004,Medium,Tier 2,Supermarket Type2,17,3325.74
11.43,Low Sugar,0.128,Snack Foods,147.87,OUT004,Medium,Tier 2,Supermarket Type2,17,3195.16
12.53,Low Sugar,0.063,Frozen Foods,115.35,OUT004,Medium,Tier 2,Supermarket Type2,17,2776.45
14.48,Regular,0.093,Snack Foods,185.65,OUT001,High,Tier 2,Supermarket Type1,39,4656.85
9.21,No Sugar,0.147,Health and Hygiene,111.69,OUT002,Small,Tier 3,Food Mart,28,1951.42
11.82,Low Sugar,0.023,Snack Foods,140.98,OUT004,Medium,Tier 2,Supermarket Type2,17,3141.92
7.55,No Sugar,0.052,Health and Hygiene,98.17,OUT002,Small,Tier 3,Food Mart,28,1300.25
8.33,Regular,0.024,Seafood,101.1,OUT002,Small,Tier 3,Food Mart,28,1536.11
11.5,Regular,0.034,Fruits and Vegetables,115.67,OUT004,Medium,Tier 2,Supermarket Type2,17,2550.82
11.27,Low Sugar,0.031,Soft Drinks,154.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3301.18
12.61,Regular,0.102,Seafood,108.18,OUT004,Medium,Tier 2,Supermarket Type2,17,2647.83
18.04,Regular,0.045,Snack Foods,171.3,OUT003,Medium,Tier 1,Departmental Store,27,5167.79
12.6,Regular,0.031,Dairy,203.64,OUT001,High,Tier 2,Supermarket Type1,39,4598.64
14.9,Regular,0.168,Frozen Foods,200.9,OUT003,Medium,Tier 1,Departmental Store,27,5063.56
7.39,Low Sugar,0.013,Fruits and Vegetables,119.24,OUT002,Small,Tier 3,Food Mart,28,1695.67
15.22,No Sugar,0.116,Household,166.39,OUT003,Medium,Tier 1,Departmental Store,27,4429.31
17.23,Low Sugar,0.057,Baking Goods,175.07,OUT003,Medium,Tier 1,Departmental Store,27,5062.16
8.44,Low Sugar,0.151,Meat,127.75,OUT002,Small,Tier 3,Food Mart,28,2107.28
11.53,Low Sugar,0.282,Fruits and Vegetables,154.23,OUT004,Medium,Tier 2,Supermarket Type2,17,3347.58
8.49,Low Sugar,0.112,Baking Goods,133.27,OUT002,Small,Tier 3,Food Mart,28,2230.53
13.08,Regular,0.051,Soft Drinks,160.56,OUT004,Medium,Tier 2,Supermarket Type2,17,3827.77
10.07,No Sugar,0.016,Household,136.53,OUT004,Medium,Tier 2,Supermarket Type2,17,2654.19
12.14,No Sugar,0.141,Health and Hygiene,135.94,OUT004,Medium,Tier 2,Supermarket Type2,17,3111.04
13.58,No Sugar,0.124,Health and Hygiene,164.07,OUT001,High,Tier 2,Supermarket Type1,39,4010.75
13.01,Low Sugar,0.14,Meat,141.23,OUT004,Medium,Tier 2,Supermarket Type2,17,3415.63
10.7,Low Sugar,0.041,Seafood,86.35,OUT002,Small,Tier 3,Food Mart,28,1769.62
12.91,Regular,0.024,Snack Foods,162.0,OUT004,Medium,Tier 2,Supermarket Type2,17,3818.14
13.91,Regular,0.02,Meat,131.4,OUT004,Medium,Tier 2,Supermarket Type2,17,3416.75
12.07,Low Sugar,0.047,Soft Drinks,145.62,OUT004,Medium,Tier 2,Supermarket Type2,17,3292.15
14.53,No Sugar,0.095,Others,147.44,OUT004,Medium,Tier 2,Supermarket Type2,17,3886.34
10.03,Low Sugar,0.047,Dairy,140.57,OUT004,Medium,Tier 2,Supermarket Type2,17,2728.83
15.11,Low Sugar,0.09,Fruits and Vegetables,158.54,OUT003,Medium,Tier 1,Departmental Store,27,4243.06
14.67,Low Sugar,0.029,Meat,175.26,OUT003,Medium,Tier 1,Departmental Store,27,4486.56
12.54,No Sugar,0.1,Health and Hygiene,217.78,OUT001,High,Tier 2,Supermarket Type1,39,4874.68
11.36,Regular,0.112,Snack Foods,157.67,OUT004,Medium,Tier 2,Supermarket Type2,17,3379.19
11.16,Low Sugar,0.024,Snack Foods,136.88,OUT004,Medium,Tier 2,Supermarket Type2,17,2908.52
15.03,Low Sugar,0.11,Snack Foods,142.01,OUT004,Medium,Tier 2,Supermarket Type2,17,3888.09
14.65,Low Sugar,0.031,Frozen Foods,160.7,OUT001,High,Tier 2,Supermarket Type1,39,4185.3
14.16,Low Sugar,0.017,Dairy,182.85,OUT001,High,Tier 2,Supermarket Type1,39,4527.46
11.3,Low Sugar,0.039,Dairy,102.35,OUT002,Small,Tier 3,Food Mart,28,2232.87
16.01,Low Sugar,0.105,Meat,148.16,OUT003,Medium,Tier 1,Departmental Store,27,4235.57
11.55,Low Sugar,0.038,Dairy,152.41,OUT004,Medium,Tier 2,Supermarket Type2,17,3314.91
12.18,Low Sugar,0.099,Dairy,172.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3864.24
11.67,Regular,0.12,Fruits and Vegetables,137.27,OUT004,Medium,Tier 2,Supermarket Type2,17,3030.45
12.96,Low Sugar,0.064,Soft Drinks,136.19,OUT004,Medium,Tier 2,Supermarket Type2,17,3301.96
16.85,Low Sugar,0.032,Canned,178.33,OUT003,Medium,Tier 1,Departmental Store,27,5042.68
9.0,Low Sugar,0.073,Meat,99.65,OUT002,Small,Tier 3,Food Mart,28,1658.58
11.51,Low Sugar,0.077,Dairy,92.61,OUT002,Small,Tier 3,Food Mart,28,2081.81
13.43,Low Sugar,0.07,Fruits and Vegetables,146.63,OUT004,Medium,Tier 2,Supermarket Type2,17,3619.93
13.22,No Sugar,0.157,Household,115.95,OUT004,Medium,Tier 2,Supermarket Type2,17,2946.39
12.22,No Sugar,0.073,Household,125.07,OUT004,Medium,Tier 2,Supermarket Type2,17,2905.22
9.71,Regular,0.178,Meat,99.69,OUT002,Small,Tier 3,Food Mart,28,1819.48
14.25,Regular,0.076,Baking Goods,158.34,OUT001,High,Tier 2,Supermarket Type1,39,4046.16
13.76,Low Sugar,0.009,Fruits and Vegetables,134.24,OUT004,Medium,Tier 2,Supermarket Type2,17,3440.9
8.84,Low Sugar,0.017,Baking Goods,85.76,OUT002,Small,Tier 3,Food Mart,28,1337.22
10.46,No Sugar,0.047,Health and Hygiene,97.59,OUT002,Small,Tier 3,Food Mart,28,1945.34
11.01,Low Sugar,0.147,Fruits and Vegetables,92.24,OUT002,Small,Tier 3,Food Mart,28,1960.49
10.81,Regular,0.14,Meat,106.93,OUT002,Small,Tier 3,Food Mart,28,2216.68
13.52,Low Sugar,0.026,Dairy,198.73,OUT001,High,Tier 2,Supermarket Type1,39,4707.35
8.7,Low Sugar,0.079,Fruits and Vegetables,136.77,OUT001,High,Tier 2,Supermarket Type1,39,2350.18
11.0,Regular,0.078,Soft Drinks,167.49,OUT004,Medium,Tier 2,Supermarket Type2,17,3498.89
13.07,Low Sugar,0.123,Fruits and Vegetables,144.68,OUT004,Medium,Tier 2,Supermarket Type2,17,3499.08
13.2,Low Sugar,0.125,Dairy,150.37,OUT004,Medium,Tier 2,Supermarket Type2,17,3644.17
13.12,Low Sugar,0.061,Fruits and Vegetables,195.77,OUT001,High,Tier 2,Supermarket Type1,39,4556.2
13.63,Low Sugar,0.021,Fruits and Vegetables,156.67,OUT004,Medium,Tier 2,Supermarket Type2,17,3872.19
15.09,No Sugar,0.098,Household,176.37,OUT001,High,Tier 2,Supermarket Type1,39,4604.95
14.46,Regular,0.044,Baking Goods,95.67,OUT004,Medium,Tier 2,Supermarket Type2,17,2811.63
13.18,No Sugar,0.019,Health and Hygiene,133.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3304.37
13.54,Regular,0.081,Fruits and Vegetables,153.27,OUT004,Medium,Tier 2,Supermarket Type2,17,3780.33
10.87,Regular,0.067,Fruits and Vegetables,147.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3069.02
9.56,Low Sugar,0.174,Fruits and Vegetables,146.97,OUT004,Medium,Tier 2,Supermarket Type2,17,2753.05
13.53,Regular,0.041,Soft Drinks,171.77,OUT001,High,Tier 2,Supermarket Type1,39,4158.73
12.65,Low Sugar,0.098,Soft Drinks,150.6,OUT004,Medium,Tier 2,Supermarket Type2,17,3525.06
13.73,Low Sugar,0.027,Fruits and Vegetables,157.0,OUT004,Medium,Tier 2,Supermarket Type2,17,2842.69
15.17,Regular,0.019,Soft Drinks,154.26,OUT001,High,Tier 2,Supermarket Type1,39,4170.95
13.86,Low Sugar,0.168,Snack Foods,181.28,OUT003,Medium,Tier 1,Departmental Store,27,4426.73
9.83,No Sugar,0.105,Health and Hygiene,118.26,OUT002,Small,Tier 3,Food Mart,28,2227.41
12.31,Low Sugar,0.012,Frozen Foods,137.8,OUT004,Medium,Tier 2,Supermarket Type2,17,3188.01
12.05,Low Sugar,0.037,Baking Goods,181.65,OUT001,High,Tier 2,Supermarket Type1,39,4025.49
13.26,No Sugar,0.01,Health and Hygiene,180.65,OUT003,Medium,Tier 1,Departmental Store,27,4277.59
17.18,Low Sugar,0.026,Fruits and Vegetables,217.07,OUT003,Medium,Tier 1,Departmental Store,27,5908.59
13.22,Low Sugar,0.027,Snack Foods,150.63,OUT004,Medium,Tier 2,Supermarket Type2,17,3656.14
14.44,Low Sugar,0.012,Soft Drinks,151.93,OUT004,Medium,Tier 2,Supermarket Type2,17,3958.2
13.42,Regular,0.178,Baking Goods,169.58,OUT001,High,Tier 2,Supermarket Type1,39,4088.08
13.79,Low Sugar,0.025,Baking Goods,116.44,OUT004,Medium,Tier 2,Supermarket Type2,17,3085.43
15.45,Low Sugar,0.038,Breads,191.67,OUT003,Medium,Tier 1,Departmental Store,27,4999.38
9.74,Low Sugar,0.07,Baking Goods,143.67,OUT004,Medium,Tier 2,Supermarket Type2,17,2725.35
13.64,Regular,0.016,Dairy,155.99,OUT004,Medium,Tier 2,Supermarket Type2,17,3859.26
13.19,Regular,0.062,Meat,160.97,OUT004,Medium,Tier 2,Supermarket Type2,17,3859.03
12.18,No Sugar,0.15,Household,147.22,OUT004,Medium,Tier 2,Supermarket Type2,17,3778.82
14.04,Regular,0.142,Fruits and Vegetables,144.73,OUT004,Medium,Tier 2,Supermarket Type2,17,3719.09
12.07,Low Sugar,0.077,Meat,131.58,OUT004,Medium,Tier 2,Supermarket Type2,17,3004.57
7.14,No Sugar,0.034,Health and Hygiene,82.6,OUT002,Small,Tier 3,Food Mart,28,889.12
14.28,No Sugar,0.052,Health and Hygiene,141.72,OUT004,Medium,Tier 2,Supermarket Type2,17,3713.11
11.13,Low Sugar,0.052,Dairy,135.49,OUT004,Medium,Tier 2,Supermarket Type2,17,2872.85
14.48,Low Sugar,0.173,Soft Drinks,172.2,OUT003,Medium,Tier 1,Departmental Store,27,4381.85
12.5,No Sugar,0.02,Others,129.71,OUT004,Medium,Tier 2,Supermarket Type2,17,3064.6
12.22,Regular,0.156,Frozen Foods,145.79,OUT004,Medium,Tier 2,Supermarket Type2,17,3330.96
14.64,Low Sugar,0.093,Canned,179.36,OUT003,Medium,Tier 1,Departmental Store,27,6410.07
10.58,Low Sugar,0.04,Snack Foods,121.29,OUT001,High,Tier 2,Supermarket Type1,39,2457.01
10.3,Regular,0.089,Starchy Foods,118.94,OUT001,High,Tier 2,Supermarket Type1,39,2345.7
10.42,Low Sugar,0.039,Fruits and Vegetables,132.7,OUT004,Medium,Tier 2,Supermarket Type2,17,2655.46
14.27,Low Sugar,0.123,Baking Goods,164.77,OUT001,High,Tier 2,Supermarket Type1,39,4181.46
12.83,Low Sugar,0.095,Canned,159.77,OUT004,Medium,Tier 2,Supermarket Type2,17,3753.24
14.14,Low Sugar,0.021,Meat,218.27,OUT003,Medium,Tier 1,Departmental Store,27,5246.75
16.36,Regular,0.103,Frozen Foods,142.17,OUT001,High,Tier 2,Supermarket Type1,39,4190.49
14.73,No Sugar,0.173,Health and Hygiene,136.46,OUT004,Medium,Tier 2,Supermarket Type2,17,3705.29
13.99,Low Sugar,0.033,Fruits and Vegetables,140.84,OUT004,Medium,Tier 2,Supermarket Type2,17,3629.19
12.77,No Sugar,0.083,Health and Hygiene,175.12,OUT001,High,Tier 2,Supermarket Type1,39,4053.74
11.84,Low Sugar,0.081,Canned,160.24,OUT004,Medium,Tier 2,Supermarket Type2,17,3539.38
7.15,Regular,0.049,Fruits and Vegetables,90.89,OUT002,Small,Tier 3,Food Mart,28,1060.4
12.39,Low Sugar,0.076,Frozen Foods,184.01,OUT001,High,Tier 2,Supermarket Type1,39,4151.41
12.71,No Sugar,0.093,Household,150.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3539.77
10.88,No Sugar,0.095,Household,111.96,OUT001,High,Tier 2,Supermarket Type1,39,2335.9
12.09,Low Sugar,0.129,Soft Drinks,161.54,OUT004,Medium,Tier 2,Supermarket Type2,17,3622.97
11.68,Low Sugar,0.125,Frozen Foods,111.67,OUT004,Medium,Tier 2,Supermarket Type2,17,2510.79
11.54,Low Sugar,0.08,Snack Foods,137.17,OUT004,Medium,Tier 2,Supermarket Type2,17,3000.06
10.78,No Sugar,0.118,Household,100.72,OUT002,Small,Tier 3,Food Mart,28,2082.07
14.46,Low Sugar,0.086,Frozen Foods,180.33,OUT001,High,Tier 2,Supermarket Type1,39,4542.0
11.82,Low Sugar,0.061,Meat,113.32,OUT004,Medium,Tier 2,Supermarket Type2,17,2574.25
13.01,Low Sugar,0.121,Snack Foods,166.37,OUT004,Medium,Tier 2,Supermarket Type2,17,3930.17
12.58,Low Sugar,0.023,Baking Goods,114.69,OUT004,Medium,Tier 2,Supermarket Type2,17,2774.86
11.25,Regular,0.041,Fruits and Vegetables,153.72,OUT004,Medium,Tier 2,Supermarket Type2,17,3272.71
17.79,Low Sugar,0.049,Dairy,164.33,OUT003,Medium,Tier 1,Departmental Store,27,4967.28
10.72,Low Sugar,0.045,Dairy,130.79,OUT002,Small,Tier 3,Food Mart,28,1276.0
15.81,Low Sugar,0.073,Baking Goods,169.81,OUT001,High,Tier 2,Supermarket Type1,39,4633.08
13.61,Low Sugar,0.036,Snack Foods,136.92,OUT004,Medium,Tier 2,Supermarket Type2,17,3462.97
15.18,Low Sugar,0.104,Dairy,154.63,OUT001,High,Tier 2,Supermarket Type1,39,4180.54
12.27,Regular,0.066,Fruits and Vegetables,127.65,OUT004,Medium,Tier 2,Supermarket Type2,17,2970.76
11.35,Low Sugar,0.071,Frozen Foods,174.11,OUT004,Medium,Tier 2,Supermarket Type2,17,3712.26
16.39,Low Sugar,0.078,Baking Goods,183.04,OUT003,Medium,Tier 1,Departmental Store,27,5035.81
12.31,Regular,0.067,Frozen Foods,172.49,OUT004,Medium,Tier 2,Supermarket Type2,17,3897.33
12.29,Low Sugar,0.109,Frozen Foods,127.14,OUT004,Medium,Tier 2,Supermarket Type2,17,2965.09
11.76,Low Sugar,0.151,Breads,116.27,OUT004,Medium,Tier 2,Supermarket Type2,17,2622.06
11.28,Regular,0.03,Frozen Foods,149.32,OUT002,Small,Tier 3,Food Mart,28,680.56
9.4,No Sugar,0.011,Household,141.15,OUT004,Medium,Tier 2,Supermarket Type2,17,2598.06
11.76,Low Sugar,0.172,Meat,156.41,OUT004,Medium,Tier 2,Supermarket Type2,17,3443.71
17.11,Regular,0.049,Soft Drinks,176.42,OUT003,Medium,Tier 1,Departmental Store,27,5062.32
10.77,Low Sugar,0.119,Fruits and Vegetables,118.0,OUT002,Small,Tier 3,Food Mart,28,1197.03
11.22,Low Sugar,0.027,Meat,144.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3075.12
8.29,Low Sugar,0.144,Soft Drinks,130.89,OUT002,Small,Tier 3,Food Mart,28,2137.39
11.72,Low Sugar,0.023,Dairy,169.4,OUT004,Medium,Tier 2,Supermarket Type2,17,3984.14
17.35,Low Sugar,0.191,Breakfast,188.77,OUT003,Medium,Tier 1,Departmental Store,27,5368.58
12.16,Low Sugar,0.152,Dairy,148.14,OUT004,Medium,Tier 2,Supermarket Type2,17,3365.46
14.17,No Sugar,0.045,Health and Hygiene,180.95,OUT003,Medium,Tier 1,Departmental Store,27,4490.96
8.24,Low Sugar,0.066,Meat,64.4,OUT002,Small,Tier 3,Food Mart,28,765.92
13.43,Low Sugar,0.016,Soft Drinks,122.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3135.81
14.73,Low Sugar,0.057,Baking Goods,165.92,OUT001,High,Tier 2,Supermarket Type1,39,3401.4
10.05,Regular,0.115,Dairy,113.76,OUT002,Small,Tier 3,Food Mart,28,2184.7
16.05,Low Sugar,0.066,Snack Foods,183.0,OUT003,Medium,Tier 1,Departmental Store,27,4957.75
14.22,Low Sugar,0.031,Fruits and Vegetables,151.84,OUT004,Medium,Tier 2,Supermarket Type2,17,3905.51
10.69,Regular,0.054,Dairy,132.9,OUT004,Medium,Tier 2,Supermarket Type2,17,2720.99
15.36,Low Sugar,0.092,Fruits and Vegetables,194.09,OUT003,Medium,Tier 1,Departmental Store,27,5028.01
11.87,Low Sugar,0.113,Meat,180.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3969.51
13.58,Regular,0.004,Canned,182.35,OUT003,Medium,Tier 1,Departmental Store,27,5355.72
10.24,Low Sugar,0.077,Dairy,123.65,OUT001,High,Tier 2,Supermarket Type1,39,2428.58
13.23,Low Sugar,0.031,Fruits and Vegetables,157.0,OUT004,Medium,Tier 2,Supermarket Type2,17,3787.32
14.7,Low Sugar,0.047,Soft Drinks,131.68,OUT004,Medium,Tier 2,Supermarket Type2,17,3601.51
10.99,Low Sugar,0.015,Dairy,135.33,OUT004,Medium,Tier 2,Supermarket Type2,17,2838.7
12.7,Low Sugar,0.027,Soft Drinks,164.9,OUT004,Medium,Tier 2,Supermarket Type2,17,3828.96
8.4,Regular,0.036,Dairy,90.7,OUT002,Small,Tier 3,Food Mart,28,1339.07
13.31,Low Sugar,0.012,Meat,193.19,OUT001,High,Tier 2,Supermarket Type1,39,4545.39
13.15,Regular,0.056,Meat,134.82,OUT004,Medium,Tier 2,Supermarket Type2,17,3316.22
12.01,Low Sugar,0.167,Dairy,157.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3518.75
10.96,Low Sugar,0.056,Snack Foods,112.35,OUT001,High,Tier 2,Supermarket Type1,39,2360.33
13.16,Regular,0.1,Canned,166.38,OUT004,Medium,Tier 2,Supermarket Type2,17,3964.74
14.24,Low Sugar,0.157,Fruits and Vegetables,133.74,OUT004,Medium,Tier 2,Supermarket Type2,17,1599.19
12.13,Regular,0.073,Dairy,136.15,OUT004,Medium,Tier 2,Supermarket Type2,17,3112.24
15.2,Low Sugar,0.012,Meat,179.74,OUT001,High,Tier 2,Supermarket Type1,39,4697.54
13.89,No Sugar,0.123,Household,124.96,OUT004,Medium,Tier 2,Supermarket Type2,17,2805.93
14.84,Low Sugar,0.069,Baking Goods,171.47,OUT003,Medium,Tier 1,Departmental Store,27,4447.81
14.54,Low Sugar,0.1,Meat,176.71,OUT003,Medium,Tier 1,Departmental Store,27,4487.34
13.48,Regular,0.092,Snack Foods,107.02,OUT004,Medium,Tier 2,Supermarket Type2,17,2822.62
14.32,Regular,0.03,Frozen Foods,194.4,OUT001,High,Tier 2,Supermarket Type1,39,4798.7
13.73,No Sugar,0.015,Health and Hygiene,100.56,OUT004,Medium,Tier 2,Supermarket Type2,17,2746.16
13.76,Low Sugar,0.035,Canned,156.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3905.75
13.02,Low Sugar,0.014,Fruits and Vegetables,119.87,OUT004,Medium,Tier 2,Supermarket Type2,17,2981.44
10.02,Low Sugar,0.058,Starchy Foods,121.03,OUT001,High,Tier 2,Supermarket Type1,39,2325.81
13.04,No Sugar,0.025,Household,200.01,OUT001,High,Tier 2,Supermarket Type1,39,3042.18
14.68,Low Sugar,0.037,Baking Goods,176.06,OUT001,High,Tier 2,Supermarket Type1,39,4505.08
11.68,Low Sugar,0.03,Baking Goods,172.02,OUT004,Medium,Tier 2,Supermarket Type2,17,3745.23
14.38,Low Sugar,0.046,Fruits and Vegetables,152.93,OUT004,Medium,Tier 2,Supermarket Type2,17,3963.58
13.01,Low Sugar,0.116,Dairy,145.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3495.57
11.38,Low Sugar,0.013,Seafood,128.73,OUT004,Medium,Tier 2,Supermarket Type2,17,2790.57
8.96,No Sugar,0.01,Household,137.06,OUT001,High,Tier 2,Supermarket Type1,39,2413.95
13.48,No Sugar,0.142,Health and Hygiene,153.36,OUT004,Medium,Tier 2,Supermarket Type2,17,3768.73
13.36,Low Sugar,0.053,Baking Goods,122.97,OUT004,Medium,Tier 2,Supermarket Type2,17,3119.98
11.15,Low Sugar,0.038,Starchy Foods,155.99,OUT004,Medium,Tier 2,Supermarket Type2,17,3297.95
13.22,Low Sugar,0.108,Dairy,161.92,OUT004,Medium,Tier 2,Supermarket Type2,17,3885.99
12.92,Regular,0.064,Snack Foods,147.15,OUT004,Medium,Tier 2,Supermarket Type2,17,3515.89
9.92,Low Sugar,0.031,Snack Foods,107.68,OUT002,Small,Tier 3,Food Mart,28,2031.4
10.47,Low Sugar,0.125,Soft Drinks,139.07,OUT004,Medium,Tier 2,Supermarket Type2,17,2797.75
16.24,Low Sugar,0.018,Baking Goods,128.41,OUT004,Medium,Tier 2,Supermarket Type2,17,3882.17
13.06,Low Sugar,0.052,Baking Goods,142.59,OUT004,Medium,Tier 2,Supermarket Type2,17,3455.11
11.12,Regular,0.066,Soft Drinks,181.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3821.81
7.67,Low Sugar,0.05,Canned,100.18,OUT002,Small,Tier 3,Food Mart,28,1369.23
14.72,Low Sugar,0.046,Dairy,161.55,OUT003,Medium,Tier 1,Departmental Store,27,4217.91
12.11,Low Sugar,0.129,Soft Drinks,153.05,OUT004,Medium,Tier 2,Supermarket Type2,17,3453.86
12.39,Low Sugar,0.014,Baking Goods,149.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3444.58
14.72,Low Sugar,0.168,Soft Drinks,142.38,OUT004,Medium,Tier 2,Supermarket Type2,17,3826.41
13.11,Low Sugar,0.088,Canned,133.18,OUT004,Medium,Tier 2,Supermarket Type2,17,3272.94
14.24,Regular,0.159,Soft Drinks,152.65,OUT004,Medium,Tier 2,Supermarket Type2,17,3927.5
11.03,Regular,0.098,Canned,142.58,OUT004,Medium,Tier 2,Supermarket Type2,17,2994.34
13.87,Low Sugar,0.038,Soft Drinks,143.86,OUT004,Medium,Tier 2,Supermarket Type2,17,3662.72
16.13,No Sugar,0.023,Household,189.18,OUT003,Medium,Tier 1,Departmental Store,27,5100.69
8.61,Regular,0.046,Frozen Foods,132.15,OUT002,Small,Tier 3,Food Mart,28,2234.91
14.12,Low Sugar,0.129,Baking Goods,160.41,OUT001,High,Tier 2,Supermarket Type1,39,4058.56
14.99,No Sugar,0.058,Household,161.5,OUT003,Medium,Tier 1,Departmental Store,27,4276.78
9.66,No Sugar,0.177,Household,86.2,OUT002,Small,Tier 3,Food Mart,28,1531.37
10.92,Low Sugar,0.12,Snack Foods,149.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3114.73
12.13,Low Sugar,0.023,Dairy,159.75,OUT004,Medium,Tier 2,Supermarket Type2,17,3595.73
15.89,Low Sugar,0.171,Soft Drinks,168.67,OUT001,High,Tier 2,Supermarket Type1,39,4627.99
12.76,No Sugar,0.038,Health and Hygiene,150.68,OUT004,Medium,Tier 2,Supermarket Type2,17,3552.8
11.01,No Sugar,0.007,Household,150.01,OUT004,Medium,Tier 2,Supermarket Type2,17,3143.02
17.24,Low Sugar,0.069,Soft Drinks,224.3,OUT003,Medium,Tier 1,Departmental Store,27,6071.0
9.92,No Sugar,0.035,Household,164.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3189.4
15.26,Low Sugar,0.035,Dairy,162.84,OUT003,Medium,Tier 1,Departmental Store,27,4366.04
14.22,Low Sugar,0.038,Dairy,136.71,OUT004,Medium,Tier 2,Supermarket Type2,17,3596.68
13.85,Low Sugar,0.047,Dairy,169.13,OUT001,High,Tier 2,Supermarket Type1,39,4175.9
14.14,Low Sugar,0.058,Soft Drinks,153.07,OUT004,Medium,Tier 2,Supermarket Type2,17,3913.96
15.61,No Sugar,0.057,Household,187.24,OUT003,Medium,Tier 1,Departmental Store,27,4944.29
11.42,Regular,0.16,Fruits and Vegetables,160.7,OUT004,Medium,Tier 2,Supermarket Type2,17,3454.88
13.93,Regular,0.006,Snack Foods,155.02,OUT004,Medium,Tier 2,Supermarket Type2,17,4646.23
14.34,Low Sugar,0.16,Fruits and Vegetables,162.53,OUT003,Medium,Tier 1,Departmental Store,27,6111.13
14.28,No Sugar,0.184,Health and Hygiene,177.12,OUT003,Medium,Tier 1,Departmental Store,27,4316.05
13.87,Regular,0.109,Canned,110.88,OUT004,Medium,Tier 2,Supermarket Type2,17,2988.39
15.03,Low Sugar,0.089,Canned,148.1,OUT001,High,Tier 2,Supermarket Type1,39,4011.61
9.66,No Sugar,0.062,Health and Hygiene,178.03,OUT004,Medium,Tier 2,Supermarket Type2,17,3412.0
11.32,Low Sugar,0.071,Fruits and Vegetables,149.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3205.35
13.24,Low Sugar,0.054,Baking Goods,123.06,OUT004,Medium,Tier 2,Supermarket Type2,17,3096.53
14.14,Low Sugar,0.099,Canned,134.82,OUT002,Small,Tier 3,Food Mart,28,1485.84
19.5,Low Sugar,0.083,Canned,213.11,OUT003,Medium,Tier 1,Departmental Store,27,6353.58
11.51,Regular,0.023,Frozen Foods,138.15,OUT004,Medium,Tier 2,Supermarket Type2,17,3012.68
12.27,Low Sugar,0.043,Canned,133.74,OUT004,Medium,Tier 2,Supermarket Type2,17,3094.74
12.54,Low Sugar,0.007,Snack Foods,176.79,OUT001,High,Tier 2,Supermarket Type1,39,4037.35
13.89,Low Sugar,0.016,Breads,143.01,OUT004,Medium,Tier 2,Supermarket Type2,17,3649.8
14.64,Low Sugar,0.021,Snack Foods,186.8,OUT001,High,Tier 2,Supermarket Type1,39,4715.17
9.58,Regular,0.071,Baking Goods,153.74,OUT004,Medium,Tier 2,Supermarket Type2,17,2895.58
17.93,Regular,0.046,Fruits and Vegetables,141.15,OUT001,High,Tier 2,Supermarket Type1,39,4524.57
12.18,Regular,0.181,Canned,126.06,OUT004,Medium,Tier 2,Supermarket Type2,17,2918.04
12.07,Low Sugar,0.108,Baking Goods,150.57,OUT004,Medium,Tier 2,Supermarket Type2,17,3393.15
15.34,Regular,0.041,Fruits and Vegetables,131.02,OUT004,Medium,Tier 2,Supermarket Type2,17,3733.22
13.47,Low Sugar,0.093,Dairy,145.77,OUT004,Medium,Tier 2,Supermarket Type2,17,3611.41
12.55,No Sugar,0.174,Household,140.04,OUT004,Medium,Tier 2,Supermarket Type2,17,3286.6
12.99,Low Sugar,0.121,Fruits and Vegetables,210.15,OUT001,High,Tier 2,Supermarket Type1,39,4820.58
12.87,Low Sugar,0.09,Dairy,168.16,OUT004,Medium,Tier 2,Supermarket Type2,17,3933.99
12.81,Low Sugar,0.053,Baking Goods,128.9,OUT002,Small,Tier 3,Food Mart,28,852.11
12.52,Low Sugar,0.03,Baking Goods,123.79,OUT004,Medium,Tier 2,Supermarket Type2,17,2947.21
11.11,Low Sugar,0.029,Snack Foods,165.29,OUT004,Medium,Tier 2,Supermarket Type2,17,3477.51
